"CallID","EmployeeID","CallDate","CallType","CurrentCustomer","Territory","CompanyType","EstimatedCompanyRev","FlaggedForCallBack","CallDuration","Score"
"CID.2334","REP-30","2014-11-19","Tech Question","no","Midwest","Academic","10-25","No",3190,0.974485357524827
"CID.2335","REP-32","2014-08-29","Tech Question","no","Midwest","Tech","10-25","No",2290,0.509409400867298
"CID.2336","REP-26","2015-02-14","Product Information","no","Midwest","Retail","10-25","No",3460,0.423852378735319
"CID.2337","REP-16","2014-12-05","Billing","yes","East","Sales","10-25","No",2430,0.99457373842597
"CID.2338","REP-4","2015-05-08","Billing","no","Midwest","Govt","10-25","No",2560,0.89145713346079
"CID.2339","REP-27","2015-04-20","MISC","yes","East","Govt","<1","No",120,0.61820893897675
"CID.2340","REP-35","2014-11-09","MISC","no","West","Tech","25-50","No",550,0.583747690310702
"CID.2341","REP-11","2014-11-13","Tech Question","no","Midwest","Utility","25-50","No",3420,0.628815787611529
"CID.2342","REP-2","2014-09-18","Tech Question","no","East","Academic","<1","No",390,0.950732591329142
"CID.2343","REP-17","2015-05-19","Pricing","yes","West","Utility","50+","No",3810,0.838435606798157
"CID.2344","REP-3","2015-05-15","MISC","yes","Midwest","Sales","6-10","No",2320,0.792835231637582
"CID.2345","REP-5","2014-11-24","MISC","no","West","Govt","10-25","No",4000,0.524235187098384
"CID.2346","REP-23","2015-02-17","Pricing","yes","West","Retail","25-50","No",80,0.264184878207743
"CID.2347","REP-19","2014-06-15","Product Information","no","Midwest","Retail","6-10","No",2440,0.864986881380901
"CID.2348","REP-1","2015-04-30","Tech Question","no","Midwest","Govt","25-50","No",840,0.583566542016342
"CID.2349","REP-10","2015-05-12","Product Information","no","West","Retail","10-25","No",1920,0.769677095348015
"CID.2350","REP-15","2014-11-18","MISC","no","Midwest","Utility","10-25","No",3690,0.60558121628128
"CID.2351","REP-25","2015-01-03","Product Information","yes","Midwest","Utility","10-25","No",930,0.163365106331185
"CID.2352","REP-22","2015-03-24","Billing","no","Midwest","None","<1","No",3130,0.824863380519673
"CID.2353","REP-28","2015-03-29","Billing","no","West","Sales","10-25","No",2440,0.983892939984798
"CID.2354","REP-1","2014-10-24","Pricing","yes","East","Tech","<1","No",2820,0.846269707893953
"CID.2355","REP-4","2014-06-03","Tech Question","yes","Midwest","Academic","10-25","No",1710,0.0787458920385689
"CID.2356","REP-17","2014-09-17","Tech Question","yes","West","Tech","1-5","No",750,0.577643683180213
"CID.2357","REP-30","2015-02-03","Tech Question","no","East","Utility","6-10","No",240,0.730772635200992
"CID.2358","REP-2","2014-10-06","Tech Question","yes","Midwest","None","50+","No",880,0.58755118213594
"CID.2359","REP-21","2014-11-17","MISC","no","Midwest","Tech","10-25","No",3120,0.971513934666291
"CID.2360","REP-24","2014-12-25","MISC","yes","Midwest","Retail","10-25","No",3940,0.975540752755478
"CID.2361","REP-7","2014-10-04","Pricing","yes","Midwest","Retail","10-25","No",1110,0.93038420449011
"CID.2362","REP-6","2015-04-10","Billing","no","East","Govt","25-50","No",3160,0.682044818066061
"CID.2363","REP-25","2014-06-21","Product Information","no","West","Retail","10-25","No",3380,0.675320245325565
"CID.2364","REP-18","2015-04-09","MISC","yes","East","Govt","10-25","No",3020,0.792588213924319
"CID.2365","REP-23","2014-10-03","Pricing","yes","Midwest","Academic","10-25","Yes",1750,0.694704837398604
"CID.2366","REP-10","2014-12-29","Billing","yes","Midwest","Academic","10-25","No",270,0.777309488505125
"CID.2367","REP-5","2015-03-06","Pricing","no","Midwest","Retail","<1","Yes",2560,0.177536877105013
"CID.2368","REP-4","2014-06-25","Tech Question","yes","Midwest","Govt","<1","No",910,0.915953026153147
"CID.2369","REP-25","2014-05-25","Billing","yes","Midwest","Govt","25-50","No",1020,0.9002207047306
"CID.2370","REP-35","2014-07-21","Tech Question","yes","East","Retail","10-25","No",2670,0.710982340620831
"CID.2371","REP-32","2014-12-31","Pricing","yes","Midwest","Retail","<1","No",1740,0.999213358853012
"CID.2372","REP-10","2015-04-27","Pricing","no","Midwest","Govt","10-25","No",3610,0.506714396644384
"CID.2373","REP-7","2014-10-22","Pricing","no","East","None","<1","No",1060,0.343279510270804
"CID.2374","REP-11","2014-08-29","MISC","yes","West","Govt","<1","No",1170,0.717855077469721
"CID.2375","REP-4","2014-10-29","Product Information","yes","Midwest","None","10-25","No",1020,0.725263132480904
"CID.2376","REP-16","2015-02-10","Pricing","no","Midwest","Tech","1-5","No",2060,0.927515412215143
"CID.2377","REP-1","2014-06-28","Pricing","no","East","Sales","<1","No",480,0.392272191820666
"CID.2378","REP-16","2015-04-20","Pricing","no","East","Retail","10-25","No",1500,0.849110537208617
"CID.2379","REP-35","2015-03-07","Pricing","yes","Midwest","None","10-25","No",1590,0.827151504578069
"CID.2380","REP-9","2015-02-17","MISC","yes","East","Academic","50+","No",360,0.730642721522599
"CID.2381","REP-12","2014-10-03","MISC","yes","Midwest","Tech","50+","No",70,0.981396476039663
"CID.2382","REP-20","2014-12-25","Billing","yes","West","None","<1","No",2210,0.322739083552733
"CID.2383","REP-19","2014-08-21","Billing","yes","Midwest","Academic","10-25","No",3510,0.440654683625326
"CID.2384","REP-1","2014-11-01","Pricing","no","East","Govt","25-50","No",610,0.425182153703645
"CID.2385","REP-31","2014-07-05","Product Information","no","West","Sales","<1","No",2940,0.749726681271568
"CID.2386","REP-31","2014-11-19","Product Information","yes","West","Sales","6-10","Yes",3070,0.0142588855233043
"CID.2387","REP-26","2015-05-11","Product Information","no","Midwest","Tech","<1","Yes",2570,0.617982078110799
"CID.2388","REP-25","2015-03-30","Product Information","yes","Midwest","Utility","<1","No",750,0.0285919157322496
"CID.2389","REP-21","2014-07-24","Product Information","yes","East","Tech","6-10","No",3940,0.400890203658491
"CID.2390","REP-8","2015-03-19","MISC","no","Midwest","Retail","6-10","No",900,0.427129237912595
"CID.2391","REP-33","2015-01-04","Tech Question","yes","Midwest","Sales","<1","No",280,0.531079943524674
"CID.2392","REP-26","2014-08-05","Product Information","no","Midwest","Utility","6-10","No",1050,0.571159498766065
"CID.2393","REP-27","2014-08-15","Tech Question","yes","Midwest","Tech","6-10","No",2280,0.980414187535644
"CID.2394","REP-7","2014-08-24","Tech Question","no","Midwest","None","10-25","No",3560,0.571555289905518
"CID.2395","REP-33","2014-08-05","Pricing","yes","West","Retail","10-25","No",3280,0.904372604563832
"CID.2396","REP-4","2014-07-21","Product Information","yes","West","Tech","10-25","No",2980,0.172348011052236
"CID.2397","REP-12","2015-04-15","Pricing","no","Midwest","Tech","<1","Yes",760,0.347922980086878
"CID.2398","REP-19","2014-10-10","Tech Question","yes","Midwest","Retail","25-50","No",1260,0.681670852471143
"CID.2399","REP-14","2014-07-24","Product Information","yes","Midwest","Retail","10-25","No",3910,0.596134612569585
"CID.2400","REP-19","2014-07-19","Pricing","yes","Midwest","None","6-10","No",1790,0.581642308738083
"CID.2401","REP-26","2015-03-28","Pricing","yes","East","None","25-50","No",330,0.304090240970254
"CID.2402","REP-8","2014-11-27","Pricing","yes","West","Utility","6-10","No",1260,0.687757639447227
"CID.2403","REP-8","2014-11-25","Billing","yes","West","Utility","10-25","No",1890,0.243176159914583
"CID.2404","REP-23","2014-07-26","MISC","no","Midwest","Sales","<1","No",0,0.723231186624616
"CID.2405","REP-16","2014-10-07","Product Information","no","East","Retail","10-25","Yes",1160,0.103399353567511
"CID.2406","REP-27","2014-07-25","Billing","no","East","Academic","6-10","No",300,0.533177491277456
"CID.2407","REP-22","2014-06-18","Billing","no","East","Utility","6-10","Yes",3570,0.954408188117668
"CID.2408","REP-10","2014-11-11","Product Information","yes","Midwest","Tech","6-10","No",2320,0.567925997311249
"CID.2409","REP-19","2014-07-21","Product Information","no","East","Sales","25-50","No",3510,0.867006298853084
"CID.2410","REP-9","2014-10-06","Product Information","no","Midwest","Govt","25-50","No",990,0.751660969341174
"CID.2411","REP-4","2014-07-12","Billing","no","East","Utility","<1","No",1590,0.877704218728468
"CID.2412","REP-12","2015-04-30","Tech Question","yes","Midwest","Academic","10-25","No",1400,0.626443126238883
"CID.2413","REP-12","2014-09-28","Product Information","no","Midwest","Govt","10-25","No",480,0.315612086560577
"CID.2414","REP-22","2015-03-15","Billing","no","West","Academic","25-50","No",3090,0.288386546773836
"CID.2415","REP-15","2014-08-06","MISC","no","East","Academic","<1","Yes",240,0.207329774042591
"CID.2416","REP-32","2015-01-14","Tech Question","no","West","None","50+","No",1000,0.488256840733811
"CID.2417","REP-8","2014-08-21","Product Information","no","Midwest","Govt","10-25","No",1030,0.104145327815786
"CID.2418","REP-26","2014-08-02","Tech Question","yes","West","Tech","1-5","No",1470,0.25046374113299
"CID.2419","REP-1","2014-09-26","Pricing","yes","West","Academic","10-25","No",960,0.413501720642671
"CID.2420","REP-14","2015-03-28","Billing","no","Midwest","None","<1","No",290,0.227012100396678
"CID.2421","REP-11","2015-02-13","Pricing","no","West","Tech","50+","No",3360,0.480713535333052
"CID.2422","REP-27","2014-06-20","Billing","yes","Midwest","Govt","50+","No",3530,0.263922882266343
"CID.2423","REP-22","2015-02-27","MISC","yes","Midwest","Sales","10-25","No",1300,0.720643068896607
"CID.2424","REP-20","2015-02-03","Product Information","yes","Midwest","Sales","25-50","No",840,0.415032618446276
"CID.2425","REP-13","2014-10-11","Tech Question","no","East","Retail","10-25","No",2410,0.776839669095352
"CID.2426","REP-3","2014-08-21","Pricing","no","Midwest","Academic","6-10","No",30,0.687225232133642
"CID.2427","REP-10","2014-12-28","Tech Question","no","West","Retail","10-25","No",150,0.59043439058587
"CID.2428","REP-6","2014-11-18","Tech Question","yes","Midwest","Retail","10-25","No",3030,0.378428740194067
"CID.2429","REP-10","2014-08-21","Product Information","no","Midwest","None","10-25","No",30,0.0455106778535992
"CID.2430","REP-13","2014-06-09","Tech Question","yes","West","Sales","6-10","No",920,0.668813324766234
"CID.2431","REP-23","2014-10-09","Pricing","no","Midwest","Tech","6-10","No",2000,0.0845691170543432
"CID.2432","REP-35","2014-12-12","Billing","yes","East","Utility","10-25","No",50,0.715919719077647
"CID.2433","REP-4","2014-12-30","Billing","yes","West","Govt","10-25","Yes",2740,0.200907771475613
"CID.2434","REP-33","2014-11-10","Billing","no","Midwest","Sales","25-50","No",3160,0.758290241472423
"CID.2435","REP-34","2014-11-25","Pricing","yes","West","Govt","10-25","No",3610,0.665909392759204
"CID.2436","REP-4","2014-05-23","Pricing","no","West","Retail","50+","No",760,0.383365182671696
"CID.2437","REP-29","2014-11-28","Billing","yes","West","Retail","<1","No",3930,0.940200712764636
"CID.2438","REP-26","2014-08-25","Pricing","yes","West","Sales","6-10","No",810,0.81584754656069
"CID.2439","REP-10","2014-07-14","Billing","yes","West","Govt","10-25","No",3490,0.51160998432897
"CID.2440","REP-28","2014-08-17","Pricing","no","East","Govt","10-25","No",70,0.122111725155264
"CID.2441","REP-23","2014-07-02","Tech Question","no","East","Sales","<1","No",3780,0.987655248260126
"CID.2442","REP-23","2014-07-26","Pricing","no","West","Retail","<1","Yes",2580,0.678369164234027
"CID.2443","REP-13","2015-02-06","Billing","yes","Midwest","Utility","6-10","No",20,0.147753064520657
"CID.2444","REP-34","2015-04-21","Product Information","yes","Midwest","Sales","<1","No",3740,0.368429509457201
"CID.2445","REP-6","2015-03-02","Product Information","yes","West","Sales","6-10","No",1790,0.325037154136226
"CID.2446","REP-19","2015-03-13","MISC","yes","Midwest","Tech","10-25","No",1430,0.198181399377063
"CID.2447","REP-2","2015-05-06","Tech Question","no","Midwest","Govt","<1","No",2490,0.302352143218741
"CID.2448","REP-7","2014-12-14","Tech Question","no","West","Academic","6-10","No",3110,0.294803962344304
"CID.2449","REP-7","2014-06-27","MISC","yes","Midwest","None","10-25","No",3290,0.778554217191413
"CID.2450","REP-6","2014-12-23","MISC","yes","East","Tech","6-10","Yes",3830,0.879137745592743
"CID.2451","REP-9","2014-08-06","Product Information","yes","East","Sales","25-50","Yes",2880,0.0781886342447251
"CID.2452","REP-35","2014-05-29","Product Information","yes","Midwest","Retail","10-25","No",1260,0.643574592657387
"CID.2453","REP-8","2015-04-12","Billing","no","Midwest","Utility","6-10","No",200,0.631818023743108
"CID.2454","REP-2","2015-02-05","Pricing","yes","West","Retail","10-25","No",1390,0.342911102809012
"CID.2455","REP-20","2014-09-30","Pricing","no","East","Tech","25-50","No",1070,0.597355516627431
"CID.2456","REP-5","2014-08-11","MISC","no","East","Utility","<1","No",2610,0.46064693108201
"CID.2457","REP-19","2015-03-07","Tech Question","no","East","Tech","10-25","No",1080,0.512112016556785
"CID.2458","REP-35","2015-01-26","Tech Question","yes","Midwest","Sales","50+","No",1290,0.747142654843628
"CID.2459","REP-19","2014-12-16","Product Information","no","West","Govt","10-25","No",3690,0.945389320375398
"CID.2460","REP-9","2014-12-24","Tech Question","no","West","Academic","10-25","No",1980,0.505105708260089
"CID.2461","REP-5","2014-11-25","Pricing","no","Midwest","Tech","10-25","No",1970,0.948969004908577
"CID.2462","REP-17","2014-11-06","Billing","yes","Midwest","Tech","10-25","No",3270,0.0848906538449228
"CID.2463","REP-6","2014-11-27","Pricing","yes","Midwest","Academic","6-10","No",1500,0.165689481422305
"CID.2464","REP-14","2014-08-15","Tech Question","yes","Midwest","None","<1","No",3820,0.882394153624773
"CID.2465","REP-4","2014-05-27","Tech Question","no","East","Retail","10-25","No",2020,0.565950779011473
"CID.2466","REP-26","2015-03-22","MISC","no","Midwest","Academic","25-50","No",3260,0.568492926191539
"CID.2467","REP-21","2014-06-19","Pricing","no","East","Utility","10-25","No",240,0.527359824860469
"CID.2468","REP-13","2014-07-16","Billing","yes","West","Sales","<1","No",1970,0.325223800959066
"CID.2469","REP-2","2014-07-16","Tech Question","no","Midwest","Govt","10-25","No",1060,0.48200609581545
"CID.2470","REP-26","2014-06-13","MISC","yes","West","Govt","10-25","No",2390,0.891308970050886
"CID.2471","REP-2","2014-12-18","Billing","no","East","Sales","25-50","Yes",350,0.847076447214931
"CID.2472","REP-25","2014-11-24","Product Information","yes","Midwest","Retail","6-10","No",1010,0.72688366426155
"CID.2473","REP-4","2014-08-27","Tech Question","yes","West","Govt","10-25","No",2440,0.512850627303123
"CID.2474","REP-30","2015-04-23","MISC","yes","East","None","10-25","No",90,0.642260994762182
"CID.2475","REP-33","2015-02-02","MISC","yes","Midwest","Retail","10-25","No",900,0.565153894480318
"CID.2476","REP-3","2015-02-24","Product Information","no","East","None","10-25","No",300,0.521489404840395
"CID.2477","REP-2","2014-11-05","Product Information","no","Midwest","Tech","25-50","No",2470,0.114670606562868
"CID.2478","REP-21","2014-07-27","Product Information","yes","West","Tech","10-25","No",2230,0.00480703124776483
"CID.2479","REP-1","2014-06-09","Pricing","no","West","None","10-25","No",1780,0.674694016575813
"CID.2480","REP-11","2015-02-23","Pricing","no","Midwest","Academic","10-25","No",2950,0.722438229015097
"CID.2481","REP-18","2014-06-11","Billing","no","West","Sales","10-25","No",2210,0.721727105090395
"CID.2482","REP-31","2014-08-10","Product Information","no","Midwest","Tech","6-10","No",2400,0.597774211550131
"CID.2483","REP-29","2014-08-25","Tech Question","no","Midwest","Sales","10-25","No",2830,0.569287804188207
"CID.2484","REP-10","2015-05-13","Product Information","yes","West","Sales","6-10","No",2090,0.338070386787876
"CID.2485","REP-33","2014-12-25","MISC","no","East","Retail","10-25","No",2640,0.25679303961806
"CID.2486","REP-5","2015-04-23","Product Information","yes","West","None","6-10","No",3060,0.997767604887486
"CID.2487","REP-17","2014-07-16","Billing","no","Midwest","None","6-10","No",1080,0.961113438475877
"CID.2488","REP-2","2015-05-14","MISC","no","Midwest","Academic","6-10","No",210,0.397848481545225
"CID.2489","REP-35","2014-10-18","Pricing","yes","West","Utility","25-50","No",990,0.615380140487105
"CID.2490","REP-14","2014-08-22","Pricing","yes","West","Utility","10-25","No",750,0.844298351788893
"CID.2491","REP-5","2014-08-22","Pricing","no","West","Utility","6-10","No",3600,0.394950839458033
"CID.2492","REP-8","2015-04-08","Tech Question","yes","Midwest","Utility","10-25","No",640,0.835589728085324
"CID.2493","REP-20","2015-04-13","MISC","yes","Midwest","Govt","6-10","No",690,0.586298257345334
"CID.2494","REP-9","2015-01-08","Billing","no","Midwest","Utility","6-10","No",1380,0.432398855686188
"CID.2495","REP-11","2014-06-15","Pricing","no","Midwest","Tech","25-50","No",3170,0.421125562628731
"CID.2496","REP-21","2015-01-20","MISC","no","Midwest","Govt","6-10","No",3150,0.727849083486944
"CID.2497","REP-3","2014-07-30","Product Information","yes","East","Tech","6-10","No",3690,0.344706039410084
"CID.2498","REP-15","2014-12-26","MISC","yes","Midwest","Govt","10-25","No",1250,0.808398507069796
"CID.2499","REP-17","2014-06-16","Product Information","no","Midwest","Govt","25-50","No",460,0.910797383636236
"CID.2500","REP-28","2014-07-28","Tech Question","yes","Midwest","Sales","25-50","No",930,0.518902100622654
"CID.2501","REP-14","2015-04-06","Pricing","yes","Midwest","Utility","10-25","No",0,0.759482859401032
"CID.2502","REP-32","2014-10-05","Product Information","no","East","Utility","10-25","No",3670,0.177799486089498
"CID.2503","REP-24","2015-03-18","Pricing","yes","West","Utility","<1","No",70,0.541090960847214
"CID.2504","REP-22","2014-08-06","Product Information","yes","Midwest","Retail","25-50","No",3960,0.795663734897971
"CID.2505","REP-15","2014-08-25","Tech Question","yes","East","Sales","50+","No",2600,0.0498859209474176
"CID.2506","REP-20","2015-03-17","Product Information","yes","East","Retail","25-50","No",820,0.271238603396341
"CID.2507","REP-32","2014-07-07","Pricing","no","Midwest","Retail","10-25","No",730,0.575742859160528
"CID.2508","REP-34","2014-12-10","Tech Question","no","Midwest","None","6-10","No",2210,0.435011810390279
"CID.2509","REP-33","2014-06-17","Pricing","no","East","Retail","6-10","No",620,0.842476962832734
"CID.2510","REP-13","2014-11-11","Tech Question","no","Midwest","Tech","25-50","No",2760,0.395184187917039
"CID.2511","REP-1","2014-10-12","Pricing","no","Midwest","Tech","25-50","No",1260,0.677712946897373
"CID.2512","REP-24","2014-12-11","MISC","no","West","Academic","10-25","Yes",3510,0.469546473352239
"CID.2513","REP-7","2015-01-04","Product Information","yes","Midwest","Sales","10-25","No",2160,0.706730379257351
"CID.2514","REP-6","2014-06-28","Tech Question","yes","East","Govt","<1","No",800,0.181798118632287
"CID.2515","REP-13","2015-03-19","Pricing","no","West","Govt","6-10","No",3320,0.462645567255095
"CID.2516","REP-14","2014-07-02","Product Information","yes","East","Retail","10-25","No",2210,0.56185138807632
"CID.2517","REP-12","2014-09-01","MISC","yes","West","Academic","25-50","No",2040,0.730834061745554
"CID.2518","REP-24","2014-11-30","Tech Question","no","Midwest","Sales","6-10","Yes",3190,0.936542545445263
"CID.2519","REP-8","2014-08-03","Billing","yes","West","Sales","25-50","No",2450,0.55571546475403
"CID.2520","REP-25","2014-08-10","MISC","no","East","Tech","10-25","No",2580,0.834503611084074
"CID.2521","REP-2","2014-08-29","Tech Question","yes","Midwest","Tech","10-25","No",530,0.42830388341099
"CID.2522","REP-30","2014-08-16","Pricing","no","East","Sales","10-25","No",910,0.756794782355428
"CID.2523","REP-33","2014-11-09","Pricing","yes","West","Academic","50+","No",730,0.179179162951186
"CID.2524","REP-7","2014-08-01","Billing","no","West","Retail","10-25","No",2890,0.473206692142412
"CID.2525","REP-21","2015-04-19","Billing","yes","West","Utility","25-50","No",360,0.175156301818788
"CID.2526","REP-29","2014-12-24","MISC","yes","West","Retail","<1","No",390,0.0933511294424534
"CID.2527","REP-13","2015-03-15","Product Information","no","East","Sales","10-25","No",1230,0.112528251716867
"CID.2528","REP-27","2014-12-19","Tech Question","no","Midwest","Sales","10-25","No",2760,0.565779431723058
"CID.2529","REP-24","2014-11-09","Pricing","yes","Midwest","Retail","25-50","No",1480,0.710728337988257
"CID.2530","REP-29","2014-08-09","Tech Question","no","Midwest","Tech","6-10","No",1420,0.422156678978354
"CID.2531","REP-35","2015-04-18","Tech Question","yes","West","Retail","50+","No",870,0.265970821492374
"CID.2532","REP-2","2015-01-27","Billing","yes","Midwest","Govt","50+","No",1270,0.714071128284559
"CID.2533","REP-7","2014-10-18","Tech Question","no","Midwest","Retail","25-50","No",2320,0.441952834138647
"CID.2534","REP-28","2014-05-30","Tech Question","yes","West","Academic","50+","No",950,0.225029567955062
"CID.2535","REP-7","2014-11-21","Billing","yes","Midwest","None","10-25","No",660,0.850104100769386
"CID.2536","REP-3","2014-11-29","Tech Question","no","East","Sales","25-50","No",120,0.87358859856613
"CID.2537","REP-31","2014-06-19","MISC","no","West","None","6-10","No",3700,0.679363398812711
"CID.2538","REP-4","2014-08-23","Pricing","no","Midwest","Govt","25-50","No",40,0.4322789022699
"CID.2539","REP-32","2015-02-19","Tech Question","no","Midwest","Academic","<1","No",2660,0.639998641563579
"CID.2540","REP-2","2014-06-13","Tech Question","no","West","None","10-25","No",3530,0.657330203568563
"CID.2541","REP-28","2015-01-18","Tech Question","no","Midwest","Tech","25-50","No",1370,0.147336587775499
"CID.2542","REP-22","2015-02-02","Pricing","no","East","Utility","50+","No",2890,0.772043254924938
"CID.2543","REP-17","2014-12-01","MISC","no","Midwest","Govt","10-25","Yes",2650,0.369468562537804
"CID.2544","REP-15","2015-04-29","Pricing","yes","West","Utility","10-25","No",3450,0.150988647481427
"CID.2545","REP-34","2015-02-25","Product Information","no","East","None","6-10","No",1230,0.639439126010984
"CID.2546","REP-12","2015-04-26","MISC","yes","West","Sales","<1","No",2800,0.0229990540537983
"CID.2547","REP-16","2014-07-09","Tech Question","yes","East","Sales","6-10","No",2520,0.884351400192827
"CID.2548","REP-35","2014-11-01","Product Information","no","West","Retail","25-50","No",120,0.895914182299748
"CID.2549","REP-11","2014-10-12","Pricing","no","Midwest","Tech","1-5","No",3190,0.46389082679525
"CID.2550","REP-21","2015-01-25","Tech Question","no","West","Utility","6-10","No",620,0.638137758243829
"CID.2551","REP-4","2014-08-10","Tech Question","yes","Midwest","Retail","6-10","No",3350,0.22660601628013
"CID.2552","REP-7","2014-10-02","Tech Question","no","East","None","25-50","No",1520,0.745602959534153
"CID.2553","REP-10","2014-07-27","Billing","yes","West","Govt","6-10","No",3080,0.902101572835818
"CID.2554","REP-7","2015-02-20","Billing","yes","Midwest","None","1-5","No",1400,0.332192379282787
"CID.2555","REP-3","2014-10-06","Tech Question","yes","Midwest","Retail","10-25","No",1420,0.656143140746281
"CID.2556","REP-31","2014-07-27","Pricing","no","Midwest","None","10-25","No",2530,0.357661211630329
"CID.2557","REP-11","2015-01-07","Pricing","no","East","Academic","10-25","No",1060,0.294430889422074
"CID.2558","REP-22","2014-08-08","Tech Question","yes","Midwest","Utility","10-25","No",90,0.463451304705814
"CID.2559","REP-18","2015-04-08","Tech Question","yes","West","None","<1","No",2340,0.474904879229143
"CID.2560","REP-10","2015-02-22","Tech Question","no","West","Sales","25-50","No",1030,0.0723010548390448
"CID.2561","REP-3","2014-12-31","Billing","no","Midwest","Utility","10-25","No",3250,0.862107828259468
"CID.2562","REP-3","2015-04-14","Pricing","no","East","Academic","10-25","No",2820,0.570743235293776
"CID.2563","REP-18","2015-03-11","Product Information","yes","West","Govt","50+","No",180,0.0881434511393309
"CID.2564","REP-27","2015-03-26","Tech Question","no","East","Academic","10-25","No",0,0.938361992128193
"CID.2565","REP-35","2014-11-04","Product Information","yes","Midwest","Retail","<1","No",2390,0.716569022973999
"CID.2566","REP-10","2015-03-02","Pricing","no","West","Tech","<1","No",2590,0.95961073320359
"CID.2567","REP-10","2015-05-05","Product Information","no","East","Retail","25-50","No",3980,0.885326563147828
"CID.2568","REP-2","2015-04-11","MISC","yes","Midwest","None","6-10","No",1950,0.492370560765266
"CID.2569","REP-11","2015-05-11","MISC","yes","East","Sales","10-25","No",1440,0.45702327392064
"CID.2570","REP-27","2015-03-05","Pricing","no","Midwest","Govt","10-25","Yes",1790,0.309476804919541
"CID.2571","REP-22","2015-03-22","Product Information","no","Midwest","Retail","10-25","No",70,0.992697190493345
"CID.2572","REP-31","2014-06-06","MISC","yes","East","Govt","50+","No",90,0.949623637832701
"CID.2573","REP-21","2014-07-02","Billing","no","West","Academic","10-25","No",2220,0.145966381765902
"CID.2574","REP-16","2014-11-07","Pricing","no","West","Utility","6-10","No",1660,0.167131743393838
"CID.2575","REP-15","2014-08-30","Billing","no","Midwest","Retail","10-25","No",1620,0.583429720485583
"CID.2576","REP-15","2015-03-07","Tech Question","yes","Midwest","Academic","25-50","No",530,0.0295210438780487
"CID.2577","REP-33","2014-07-18","Product Information","no","Midwest","Utility","10-25","No",520,0.767437221482396
"CID.2578","REP-23","2014-11-30","MISC","yes","East","None","10-25","No",2130,0.176735337590799
"CID.2579","REP-2","2014-08-25","Pricing","yes","East","Govt","50+","No",550,0.862953700125217
"CID.2580","REP-27","2014-11-26","Product Information","no","East","Sales","10-25","Yes",3800,0.912114223465323
"CID.2581","REP-31","2015-03-28","MISC","no","East","Govt","6-10","No",2190,0.972020259359851
"CID.2582","REP-9","2015-02-11","Product Information","no","West","Tech","25-50","No",920,0.786015238845721
"CID.2583","REP-17","2014-09-12","Product Information","yes","East","Utility","50+","No",830,0.39611701737158
"CID.2584","REP-5","2014-11-07","MISC","no","Midwest","Retail","<1","No",670,0.895359957125038
"CID.2585","REP-22","2015-03-18","Product Information","yes","West","Academic","10-25","No",2290,0.477024733554572
"CID.2586","REP-27","2014-09-23","Pricing","no","Midwest","Academic","10-25","No",3990,0.587962746853009
"CID.2587","REP-34","2015-04-22","Product Information","no","East","Academic","10-25","No",470,0.907918191514909
"CID.2588","REP-28","2014-08-04","Product Information","no","East","Tech","1-5","No",490,0.605491177877411
"CID.2589","REP-7","2014-07-11","Billing","yes","Midwest","Utility","50+","No",3310,0.0210471448954195
"CID.2590","REP-20","2014-07-04","Product Information","yes","West","Govt","10-25","No",2040,0.364345157286152
"CID.2591","REP-2","2014-11-02","Tech Question","no","East","Retail","10-25","Yes",2580,0.101032319013029
"CID.2592","REP-30","2015-01-21","Tech Question","no","Midwest","Utility","10-25","No",1470,0.354071753565222
"CID.2593","REP-30","2015-05-04","Product Information","no","Midwest","Tech","10-25","Yes",2380,0.708230952965096
"CID.2594","REP-17","2014-09-11","Tech Question","no","East","Govt","10-25","No",330,0.0441742441616952
"CID.2595","REP-13","2015-03-12","Billing","no","Midwest","Sales","6-10","No",1850,0.313948748633265
"CID.2596","REP-34","2014-06-29","Billing","no","Midwest","Sales","6-10","No",2140,0.601412117946893
"CID.2597","REP-17","2014-11-15","Pricing","yes","Midwest","Sales","10-25","No",3170,0.515796325867996
"CID.2598","REP-3","2015-03-27","Product Information","no","Midwest","Sales","<1","No",3220,0.578073641983792
"CID.2599","REP-11","2014-11-09","Pricing","no","Midwest","Utility","10-25","No",3970,0.209546461235732
"CID.2600","REP-15","2015-04-14","MISC","no","East","Sales","<1","No",1080,0.362450293032452
"CID.2601","REP-34","2015-02-06","Pricing","yes","Midwest","Academic","<1","No",3690,0.703299961052835
"CID.2602","REP-21","2015-02-22","Billing","yes","East","None","10-25","No",2750,0.551131117623299
"CID.2603","REP-18","2015-05-09","Billing","no","West","Tech","10-25","No",820,0.638104762881994
"CID.2604","REP-8","2014-11-30","Product Information","no","Midwest","Academic","<1","No",3810,0.503802349325269
"CID.2605","REP-14","2015-04-22","Tech Question","yes","Midwest","Academic","<1","No",3430,0.818366467719898
"CID.2606","REP-4","2014-06-21","Tech Question","yes","Midwest","Academic","<1","No",2650,0.182539543602616
"CID.2607","REP-20","2015-03-20","Tech Question","yes","Midwest","Govt","10-25","Yes",3820,0.627978580305353
"CID.2608","REP-14","2014-08-16","Billing","no","East","Govt","10-25","No",2290,0.510440962389112
"CID.2609","REP-18","2014-11-28","MISC","yes","Midwest","None","10-25","No",3240,0.742831162875518
"CID.2610","REP-30","2014-12-04","Billing","no","East","Retail","<1","No",2820,0.308870974229649
